filename,dist_s2r,dist_r2s,chamfer_value,asymmetry_value
viewpoint_simulated_0.pcd,23.873603048518518,10.390691023099444,34.26429407161796,13.482912025419074
viewpoint_simulated_1.pcd,8.134688625973617,6.377011508400556,14.511700134374173,1.7576771175730608
viewpoint_simulated_2.pcd,5.980694893048671,5.510899702278306,11.491594595326976,0.46979519077036525
viewpoint_simulated_3.pcd,4.2842052507920565,3.1084160776874676,7.392621328479525,1.1757891731045889
viewpoint_simulated_4.pcd,3.250297257216969,3.9802086045294645,7.230505861746433,0.7299113473124956
viewpoint_simulated_5.pcd,3.48991144716902,4.233291311335209,7.723202758504229,0.7433798641661888
viewpoint_simulated_6.pcd,3.545555439201909,3.1609225215655967,6.706477960767506,0.38463291763631213
viewpoint_simulated_7.pcd,3.427819603708957,4.20064146571511,7.628461069424067,0.7728218620061531
viewpoint_simulated_8.pcd,3.3527303405986237,4.054163974767891,7.4068943153665145,0.7014336341692675
viewpoint_simulated_9.pcd,4.059218039436359,3.761342840776011,7.820560880212369,0.2978751986603476
viewpoint_simulated_10.pcd,5.027384516378056,5.3545969728064,10.381981489184456,0.3272124564283434
viewpoint_simulated_11.pcd,9.891897652949979,7.960379944267376,17.852277597217356,1.9315177086826028
viewpoint_simulated_12.pcd,4.665486760768202,4.370683884866991,9.036170645635192,0.2948028759012109
viewpoint_simulated_13.pcd,3.6177433179608305,3.388508466078032,7.006251784038863,0.22923485188279846
viewpoint_simulated_14.pcd,5.7039833297694,4.334545985587339,10.03852931535674,1.369437344182061
viewpoint_simulated_15.pcd,4.427651931535786,3.1405186374080643,7.5681705689438505,1.287133294127722
viewpoint_simulated_16.pcd,3.3582272791448076,2.5345052790689753,5.892732558213783,0.8237220000758323
viewpoint_simulated_17.pcd,3.4090061548229547,2.612390405370129,6.021396560193084,0.7966157494528256
viewpoint_simulated_18.pcd,3.2996995621488128,3.0919845976436835,6.391684159792496,0.20771496450512927
viewpoint_simulated_19.pcd,3.389140995381846,2.6580508919537693,6.047191887335615,0.7310901034280768
viewpoint_simulated_20.pcd,3.2062669616449235,2.435587807201317,5.64185476884624,0.7706791544436067
viewpoint_simulated_21.pcd,3.8372120271540413,3.60096485991514,7.438176887069181,0.2362471672389015
viewpoint_simulated_22.pcd,5.632040808509682,3.983269142665936,9.615309951175618,1.6487716658437463
viewpoint_simulated_23.pcd,3.725050525911603,3.3333010463308517,7.058351572242454,0.39174947958075146
viewpoint_simulated_24.pcd,3.7493690092265597,3.4041001152611043,7.153469124487664,0.34526889396545535
viewpoint_simulated_25.pcd,3.6516181508470904,2.851144512363729,6.502762663210819,0.8004736384833615
viewpoint_simulated_26.pcd,4.245775339117781,3.3909469601721565,7.6367222992899375,0.8548283789456246
viewpoint_simulated_27.pcd,3.9945496198023567,3.2243431923726362,7.2188928121749925,0.7702064274297205
viewpoint_simulated_28.pcd,3.0424866493618397,2.282751590097328,5.325238239459168,0.7597350592645116
viewpoint_simulated_29.pcd,3.1606456165554975,2.649524601259371,5.810170217814869,0.5111210152961263
