filename,dist_s2r,dist_r2s,chamfer_value,asymmetry_value
viewpoint_simulated_0.pcd,12.504329946039151,2.684809709142704,15.189139655181854,9.819520236896448
viewpoint_simulated_1.pcd,7.153395649416608,6.201957375847868,13.355353025264476,0.9514382735687406
viewpoint_simulated_2.pcd,8.976564566602892,7.634115531805515,16.61068009840841,1.3424490347973776
viewpoint_simulated_3.pcd,8.572365536731155,7.050431038127162,15.622796574858317,1.5219344986039927
viewpoint_simulated_4.pcd,10.77450858817071,9.041515563605442,19.81602415177615,1.7329930245652676
viewpoint_simulated_5.pcd,10.656732864659416,9.27275145731689,19.929484321976304,1.3839814073425263
viewpoint_simulated_6.pcd,9.839121905936633,7.667098295941942,17.506220201878577,2.1720236099946906
viewpoint_simulated_7.pcd,10.570438199215117,9.276301838868564,19.84674003808368,1.2941363603465526
viewpoint_simulated_8.pcd,10.477855200607875,8.967437121166432,19.445292321774307,1.5104180794414432
viewpoint_simulated_9.pcd,8.455551625928813,7.143754709180011,15.599306335108825,1.3117969167488015
viewpoint_simulated_10.pcd,9.553288148123631,8.042642294808145,17.595930442931774,1.510645853315486
viewpoint_simulated_11.pcd,9.242895811112161,6.495501381719496,15.738397192831657,2.7473944293926653
viewpoint_simulated_12.pcd,7.701649641946592,7.244650758944539,14.94630040089113,0.4569988830020524
viewpoint_simulated_13.pcd,7.57086581971825,7.0240273718729815,14.594893191591233,0.5468384478452686
viewpoint_simulated_14.pcd,7.657722015087933,6.757303274465735,14.415025289553668,0.9004187406221984
viewpoint_simulated_15.pcd,9.229466534033337,7.365434659367657,16.594901193400993,1.86403187466568
viewpoint_simulated_16.pcd,8.552029795773844,6.617117487040731,15.169147282814574,1.9349123087331135
viewpoint_simulated_17.pcd,8.874824608193668,6.758951731241595,15.633776339435263,2.115872876952073
viewpoint_simulated_18.pcd,9.907014096316512,8.027109613298991,17.934123709615506,1.8799044830175209
viewpoint_simulated_19.pcd,8.641255845340346,6.824333464782388,15.465589310122734,1.8169223805579584
viewpoint_simulated_20.pcd,8.543061802901319,6.954652030850375,15.497713833751693,1.5884097720509436
viewpoint_simulated_21.pcd,8.660067907221308,7.311640425416991,15.971708332638299,1.3484274818043165
viewpoint_simulated_22.pcd,7.354516809107348,6.119591980269495,13.474108789376842,1.234924828837853
viewpoint_simulated_23.pcd,7.809017111902285,7.334385101757631,15.143402213659915,0.4746320101446537
viewpoint_simulated_24.pcd,9.991760934985235,8.49300437709113,18.484765312076366,1.4987565578941044
viewpoint_simulated_25.pcd,8.615656931224416,7.313690494226926,15.929347425451343,1.30196643699749
viewpoint_simulated_26.pcd,7.773135652233953,7.106649134080754,14.879784786314707,0.6664865181531994
viewpoint_simulated_27.pcd,9.096458648009724,6.845765629351599,15.942224277361323,2.250693018658125
viewpoint_simulated_28.pcd,8.976777051992356,6.760533891998521,15.737310943990877,2.2162431599938346
viewpoint_simulated_29.pcd,8.637249812884553,6.899187684196738,15.536437497081291,1.7380621286878153
viewpoint_simulated_30.pcd,9.392553467045866,7.984484005266898,17.377037472312765,1.4080694617789682
viewpoint_simulated_31.pcd,8.389843411093027,7.173107706540189,15.562951117633215,1.2167357045528382
viewpoint_simulated_32.pcd,8.533016151732836,6.849325753208552,15.382341904941388,1.6836903985242841
viewpoint_simulated_33.pcd,9.020529592402438,7.531708711049622,16.55223830345206,1.488820881352816
viewpoint_simulated_34.pcd,7.6423673899610245,7.28670416738734,14.929071557348365,0.35566322257368466
viewpoint_simulated_35.pcd,8.344886698698254,7.4138816054604515,15.758768304158705,0.9310050932378022
viewpoint_simulated_36.pcd,10.334327925860388,9.01957776632772,19.353905692188107,1.314750159532668
viewpoint_simulated_37.pcd,9.012444440044197,7.484038480641606,16.496482920685803,1.5284059594025914
viewpoint_simulated_38.pcd,8.575813345968351,7.095921040813893,15.671734386782244,1.4798923051544577
viewpoint_simulated_39.pcd,9.114516873028444,6.954612731052432,16.069129604080878,2.1599041419760123
viewpoint_simulated_40.pcd,8.812299904071962,6.783038090973798,15.59533799504576,2.029261813098164
viewpoint_simulated_41.pcd,8.131557735206703,6.735315875010737,14.86687361021744,1.3962418601959667
viewpoint_simulated_42.pcd,9.445817462681168,8.241656125050664,17.68747358773183,1.204161337630504
viewpoint_simulated_43.pcd,8.401196408410113,7.3109354646619025,15.712131873072016,1.090260943748211
viewpoint_simulated_44.pcd,8.767248201122444,6.989469376715294,15.756717577837737,1.7777788244071493
viewpoint_simulated_45.pcd,9.652725164491851,7.975933225152357,17.628658389644208,1.6767919393394948
