filename,dist_s2r,dist_r2s,chamfer_value,asymmetry_value
view00.pcd,7.106368331483487,3.9051134149075257,11.011481746391013,3.201254916575961
view01.pcd,6.576414504232548,4.039400949836988,10.615815454069537,2.5370135543955596
view02.pcd,4.778596410401326,2.972143850018591,7.750740260419917,1.8064525603827346
view03.pcd,7.070659300949488,4.279512289211822,11.35017159016131,2.7911470117376656
view04.pcd,6.932295175570326,3.613132846341127,10.545428021911453,3.319162329229199
view05.pcd,5.844715250407559,3.9247392904970693,9.769454540904627,1.9199759599104893
view06.pcd,5.585009465037102,3.534278676306775,9.119288141343876,2.0507307887303265
view07.pcd,6.749307120384076,3.1201984221413017,9.869505542525378,3.6291086982427743
view08.pcd,4.892171664000296,2.8023534669225336,7.6945251309228295,2.0898181970777623
view09.pcd,6.471975963022384,3.5428409083865606,10.014816871408945,2.9291350546358235
view10.pcd,7.439209954588882,3.7610489525653765,11.200258907154257,3.678161002023505
view11.pcd,5.987193605016773,3.9154021188075703,9.902595723824344,2.071791486209203
view12.pcd,5.137884240592481,4.181618494947789,9.319502735540269,0.9562657456446919
view13.pcd,6.061486929946512,3.51967389294067,9.581160822887181,2.5418130370058423
view14.pcd,5.455829412305725,3.4272932325531427,8.883122644858869,2.0285361797525825
view15.pcd,4.180337203081999,2.7341103311616415,6.9144475342436404,1.4462268719203575
view16.pcd,5.475871221680659,3.5037319851068154,8.979603206787475,1.972139236573844
view17.pcd,7.2599683957806205,3.4609679490922005,10.720936344872822,3.79900044668842
view18.pcd,7.994279812521381,4.145211279209642,12.139491091731024,3.8490685333117396
view19.pcd,6.809091174310825,3.942466805061062,10.751557979371887,2.866624369249763
view20.pcd,4.841759839067094,3.83776695542862,8.679526794495715,1.0039928836384737
view21.pcd,6.121300404368234,4.051313004326542,10.172613408694776,2.0699874000416916
view22.pcd,5.391621423089763,3.7976409148786123,9.189262337968376,1.5939805082111507
view23.pcd,7.113951910908423,3.670272574604712,10.784224485513136,3.4436793363037106
view24.pcd,5.004184490269022,2.494218860512742,7.498403350781764,2.5099656297562802
view25.pcd,4.50871681738271,2.966265080387116,7.474981897769826,1.5424517369955937
view26.pcd,5.12764282202253,3.3600499040031075,8.487692726025637,1.7675929180194223
view27.pcd,5.465139933819011,3.5155727512119515,8.980712685030962,1.9495671826070597
view28.pcd,10.349528351461977,4.4408321594235485,14.790360510885526,5.908696192038429
view29.pcd,8.891753931765786,4.9202250901998745,13.81197902196566,3.9715288415659113
view30.pcd,9.161231532023743,5.035332947147048,14.196564479170792,4.125898584876695
view31.pcd,6.8159497978221015,5.703310365280176,12.519260163102278,1.1126394325419255
view32.pcd,8.314302923313637,5.295164001396919,13.609466924710556,3.019138921916718
view33.pcd,8.241188681984621,4.825284926980238,13.06647360896486,3.4159037550043827
view34.pcd,10.85981458492469,4.595882850291964,15.455697435216655,6.263931734632726
view35.pcd,4.580283486668012,3.338988928632908,7.91927241530092,1.2412945580351042
view36.pcd,3.7448707313063476,2.8056382199402807,6.550508951246629,0.9392325113660669
view37.pcd,4.735678316305303,3.3310398442746703,8.066718160579974,1.4046384720306326
view38.pcd,5.720793395774675,3.2624124319724013,8.983205827747076,2.4583809638022736
view39.pcd,10.217340028334583,4.244015554781939,14.461355583116521,5.973324473552644
view40.pcd,4.639239833312852,3.2907918062390604,7.930031639551913,1.348448027073792
view41.pcd,4.6868994567539835,3.091131364418465,7.7780308211724485,1.5957680923355184
view42.pcd,4.4078535433237915,3.5104199819812836,7.918273525305075,0.897433561342508
view43.pcd,4.740174522032304,3.8520869830342916,8.592261505066595,0.8880875389980125
